Power Name,Book,Class,Level,
Grasp of the Grave,DRMZ,Wizard,5,
Nightmarish Slumber,QB,Wizard,5,
Phantasmal Assailant,AP,Wizard,5,
Scattering Shock,DRMZ,Wizard,5,
Spinning Staffs,QB,Wizard,5,
Stinking Cloud,PHB,Wizard,5,
Summon Abyssal Maw,AP,Wizard,5,
Summon Imp,DRMZ,Wizard,5,
Summon Magma Beast,DRMZ,Wizard,5,
Tasha's Forcible Corruption,HFL,Wizard,5,
Thunderstaff,DRMZ,Wizard,5,
Visions of Avarice,AP,Wizard,5,
Web,PHB,Wizard,5,
Wizened Features ,QB,Wizard,5,
Animate Dead,DRMZ,Wizard,5,
Face of Death,AP,Wizard,9,
Field of the Dead,QB,Wizard,9,
Firescythe,DRMZ,Wizard,9,
Ice Storm,PHB,Wizard,9,
Lightning Serpent,PHB,Wizard,9,
Mordenkainen's Sword,PHB,Wizard,9,
Mordenkainen's Guardian Hound,AP,Wizard,9,
Phantasmal Killer,HFL,Wizard,9,
Shining Rainbow,QB,Wizard,9,
Summon Arrowhawk,AP,Wizard,9,
Summon Hell Hound,DRMZ,Wizard,9,
Summon Succubus,DRMZ,Wizard,9,
Symphony of the Dark Court,HFL,Wizard,9,
Taunting Phantoms,AP,Wizard,9,
Tome of Transportation,DRMZ,Wizard,9,
Uncertainty,QB,Wizard,9,
Visions of Ruin,AP,Wizard,9,
Wall of Fire,PHB,Wizard,9,
Weapon of Elemental Might,QB,Wizard,9,
Ball Ligthning,AP,Wizard,15,
Bigby's Grasping Hands,PHB,Wizard,15,
Blast of Cold,PHB,Wizard,15,
Cone of Cold,HFL,Wizard,15,
Deceiving Grasp,QB,Wizard,15,
Disrupting Lance,QB,Wizard,15,
Evard's Dreadful Mist,AP,Wizard,15,
Mental Maelstrom,HFL,Wizard,15,
Otiluke's Resilient Sphere,PHB,Wizard,15,
Prismatic Beams,PHB,Wizard,15,
Serpents of Flame,DRMZ,Wizard,15,
Shunt Between Worlds,DRMZ,Wizard,15,
Slumber of the Winter Court,HFL,Wizard,15,
Soul Puppets,DRMZ,Wizard,15,
Stonewrack,AP,Wizard,15,
Summon Chainbearer,AP,Wizard,15,
Summon Stormstone Fury,DRMZ,Wizard,15,
Summon Vrock,DRMZ,Wizard,15,
Toxic Weapon,QB,Wizard,15,
Vertigo,AP,Wizard,15,
Wall of Ice,PHB,Wizard,15,
Wall of Sun,QB,Wizard,15,
Acid Wave,PHB,Wizard,19,
Cloudkill,PHB,Wizard,19,
Disintegrate,PHB,Wizard,19,
Entombing Earth,DRMZ,Wizard,19,
Evard's Black Tentacles,PHB,Wizard,19,
Evard's Ebon Bindings,AP,Wizard,19,
Feast of Destruction,DRMZ,Wizard,19,
Magma Pool ,QB,Wizard,19,
Oppressive Force,AP,Wizard,19,
Plague of Illusions,AP,Wizard,19,
Schizophrenia,QB,Wizard,19,
Shining Dawn,QB,Wizard,19,
Storm Weapon,QB,Wizard,19,
Summon Angel Wretch,DRMZ,Wizard,19,
Summon Black Devourer,AP,Wizard,19,
Summon Couatl,DRMZ,Wizard,19,
Summon Rockfire Dreadnought,DRMZ,Wizard,19,
Thought Cage,HFL,Wizard,19,
Wrath of Battle,HFL,Wizard,19,
Acid Flame,QB,Wizard,25,
Awe,QB,Wizard,25,
Bubbling Acid,AP,Wizard,25,
Charging Bull,QB,Wizard,25,
Cinder Storm,AP,Wizard,25,
Delayed Blast Fireball,HFL,Wizard,25,
Elemental Maw,PHB,Wizard,25,
Maze,PHB,Wizard,25,
Mind of Rage,HFL,Wizard,25,
Mist of Storm,QB,Wizard,25,
Necrotic Web,PHB,Wizard,25,
Orbmaster's Prismatic Sphere,AP,Wizard,25,
Phantom Reality,AP,Wizard,25,
Prismatic Spray,PHB,Wizard,25,
Summon Abyssal Horde,AP,Wizard,25,
Summon Earthwind Ravager,DRMZ,Wizard,25,
Summon Marilith,DRMZ,Wizard,25,
Aurora,QB,Wizard,29,
Battle Chaos,QB,Wizard,29,
False Reality,HFL,Wizard,29,
Greater Ice Storm,PHB,Wizard,29,
Legion's Hold,PHB,Wizard,29,
Magic Missile Storm,QB,Wizard,29,
Meteor Swarm,PHB,Wizard,29,
Miasma of Enfeeblement,AP,Wizard,29,
Prismatic Wall,AP,Wizard,29,
Summon Living Mountain,AP,Wizard,29,
Summon Balor,DRMZ,Wizard,29,
Summon Djinn Stormcaller,DRMZ,Wizard,29,
Ultimate Acid Arrow,QB,Wizard,29,
Visions of Wrath,AP,Wizard,29,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
