Slot,Item,Level,Book,Enh,Acrobatics,Arcana,Athletics,Bluff,Diplomacy,Dungeoneering,Endurance,Heal,History,Insight,Intimidate,Nature,Perception,Religion,Stealth,Streetwise,Thievery,Speed,Initiative,Surges,Surge Val,Fortitude,Reflex,Will,AC,Strength,Dexterity,Wisdom,Ranged,Melee,Weapon
Waist,Wraith's Cord,30,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Backlash Tattoo,9,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Breakchain Tattoo,13,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Chaos Burst Tattoo,9,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Cosmic Cycle Tattoo,6,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Curse Eye Tattoo,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Demonskin Tattoo,3,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Distracting Tattoo,6,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Dragon Sorcery Tattoo,9,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Eager Hero's Tattoo,10,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Escape Tattoo,3,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Feral Glory Tattoo,14,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Fireheart Tattoo,4,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Fleet Hero Tattoo,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Ghostwalk Tattoo,26,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Greatwing Tattoo,18,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Ironheart Tattoo,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Long-Battle Tattoo,7,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Pierced Heart Tattoo,2,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Quick-Step Tattoo,7,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Rage Torc Tattoo,12,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Reinforcement Tattoo,9,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Resurgence Tattoo,27,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Strikeback Tattoo,9,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Strongheart Tattoo,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Storm Torc Tattoo,8,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Tattoo of Arcane Blood,4,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Tattoo of Bloodied Chains,7,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Tattoo of Bonded Defense,6,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Tattoo of Bonded Escape,6,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Tattoo of Shared Consequence,10,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Tattoo of Shared Vengeance,10,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Tattoo of the Escape Artist,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Tattoo of the Penitent Martyr,11,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Tattoo of the Shared Heart,14,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Tattoo of the Unlucky,7,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Tattoo of the Wolverine,7,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Tattoo of Vengeance,5,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Teamstrike Tattoo,7,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tattoo,Twining-Scorpion Tattoo,8,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Arrow of Revelation,9,AV2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Attention-Stealing Bullet,3,AV2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Bending Bullet,5,AV2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Bolt of Clumsiness,8,AV2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Bolt of Transit,8,AV2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Dispelling Bolt,8,AV2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Firestorm Arrow,3,AV2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Forbiddance Bolt,9,AV2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Freezing Arrow,3,AV2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Lightning Arrow,3,AV2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Onslaught Arrow,2,AV2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Phasing Arrow,25,AV2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Space-Shifting Bolt,8,AV2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Spider Bolt,3,AV2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Summoning Bullet,8,AV2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo,Surprise Bullet,3,AV2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Aasterinian's Hall,11,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Abalach-Re's Deception,8,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Acidic Fire,5,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Adamantine Cradle,15,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Advanced Delver's Training,7,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Agony Beetle,9,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Alchemical Silver,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Alchemist's Acid,1,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Alchemist's Fire,1,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Alchemist's Frost,1,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Alchemist's Spark,3,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Alchemist's Workshop,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Aldron's Firebox,2,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,All-Seeing Eye,22,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Amber Monkeys,13,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Andropinis's Authority,9,DSCS,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,
CandW,Antivenom,1,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Anstruth Harp,23,PHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Arcane Laboratory,23,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Arcane Key,6,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Astral Mead,23,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Athasian Spellshard,1,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Augmenting Whetstone,6,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Austere Dojo,23,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Avandra's Boon of Escape,3,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Awe of the Dragon's Altar,2,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bag of Holding,5,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,"Bag of Tricks, Gray",8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,"Bag of Tricks, Rust",18,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,"Bag of Tricks, Vermillion",28,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bahamut's Boon of Choice,1,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bahamut's Golden Canary,30,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bahamut's Protective World,3,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Battle-Scarred Champion (H),3,DSCS,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
CandW,Battle-Scarred Champion (P),13,DSCS,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
CandW,Battle-Scarred Champion (E),23,DSCS,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
CandW,Battle Standard of Healing,3,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Battle Standard of Honor,2,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Battle Standard of Might,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Battle Standard of Shadow,17,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Battle Standard of Tactics,18,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Battle Standard of the Fiery Legion,16,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Battle Standard of the Hungry Blade,9,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Battle Standard of the Stalwart,19,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Battle Standard of the Tides,16,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Battle Standard of the Vanguard,20,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bed of Rapid Rest,4,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Beloved Performer (H),1,DSCS,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Beloved Performer (P),11,DSCS,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Beloved Performer (E),21,DSCS,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Black Cave Pearl,14,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Black Dragon Bile,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Black Lotus Extract,15,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Blackgate Rune,12,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Blastpatch,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Blessed Book,1,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Blessing of Blazing Fangs,4,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Blinding Bomb,3,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Blood of Tyche,15,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bloodglass Cage,10,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bloodroot Poison,1,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bloodstinger Poison,3,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bloodstone Spider,11,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Book of Five Truths - First Truth,8,DMG2,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,
CandW,Book of Five Truths - Second Truth,13,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Book of Five Truths - Third Truth,18,DMG2,,,,,,,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,
CandW,Book of Five Truths - Fourth Truth,23,DMG2,,,,,,,,,,,,,,,,,,,,5,,,,,2,,,,,,,
CandW,Book of Five Truths - Fifth Truth,28,DMG2,,,,,,,,,,,6,,,6,,,,,,,,,,,,,,,,,,
CandW,Bottled Smoke,17,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bowl of Purity,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bowstring of Accuracy,8,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bridle of Conjuration,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bridle of Flame,16,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Brightleaf,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Brilliant Scrying Basin,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Bronze Griffin,19,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Burrow-Ward Blade,8,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Canaith Mandolin,17,PHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Carrion Crawler Brain Juice,1,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Cask of Liquid Gold,3,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Caustic Whetstone,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Chandelier of Revelation,24,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Charm of Abundant Action,28,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Charm of Protection (Familiar),12,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Chime of Awakening,4,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Chime of Opening,25,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Chime of Warding,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Clarity Salts,4,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Clay of Creation,7,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Clear-Path Mist,8,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Clearsense Powder,1,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Clearwater Solution,1,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Cli Lyre,12,PHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Clockwork Bomb,4,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Closed Mind,3,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Cognizance Crystal,4,PHB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Corellon's Boon of Arcane Might,3,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Crimson Determination,4,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Cryptspawn Potion,15,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Crystal Ball of Spying,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Cubic Portal,30,MOTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Curse of the Oba,12,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Davros Elden's Aerial Step,11,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Davros Elden's Blinding Strikes,13,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Davros Elden's Defensive Step,7,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Davros Elden's Hasty Resurgence,9,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dark Clover,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dark Reaver Powder,25,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Darkskull,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dazzling Showcase,14,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Deadblast Bone,19,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Death Rattle,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Deathcap Spores,12,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Deathspawn Potion,25,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Deceptive Scrying Basin,16,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Deepfarer's Pouch,5,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Delver's Light,2,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Demonbound,3,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Desert Rose,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Diamond Scabbard,25,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dice of Auspicious Fortune,11,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dimensional Anchor,16,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dimensional Shackles,17,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Diplomat's Scabbard,12,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Diplomat's Table,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Door of Alarm,2,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Door Warden,12,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Doss Lute,7,PHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dragon Bile,25,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dragonfire Tar,3,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dread Nightshade,15,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Drowsy Dust,3,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Drum of Panic,13,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dune Runner's Fruit,11,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dust of Appearance,13,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dust of Arcane Insight,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dust of Banishment,25,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dust of Creation,18,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Dust of Disenchantment,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Earthbound Lodestone,18,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Eberron Shard of Animosity,1,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Eberron Shard of Bleeding Wounds,5,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Eberron Shard of Lightning,2,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Eberron Shard of Ruin,1,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Ebony Fly,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Echo of the Crystal Forest,18,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Echo of the Tree of Life,16,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Elderwood Falcon,10,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Electrum Serpent,21,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Elemental Prism,16,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Elixir of Accuracy,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Elixir of Aptitude,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Elixir of Dragon Breath,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Elixir of Flying,21,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Elixir of Fortitude,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Elixir of Invisibility,16,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Elixir of Reflexes,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Elixir of Speed,16,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Elixir of Will,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Emerald Frog,14,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Enchanted Reins,5,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Endless Canteen,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Endless Quiver,9,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Empathic Mind,8,DUMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Enshrouding Candle,7,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Erathis's Beacon,3,DMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Eternal Chalk,1,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Everlasting Provisions,4,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Evoke the Gold Dragon,6,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Exchequer's Ledger,10,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Exodus Knife,12,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Eye of Basilisk Powder,25,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Eye of Prophecy,15,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Eyesting,4,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Fan of the Four Winds,8,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Fearsome Reputation (H),7,DSCS,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
CandW,Fearsome Reputation (P),17,DSCS,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
CandW,Fearsome Reputation (E),27,DSCS,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
CandW,Feast Table,9,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Feather Boat,14,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Fey Flute,18,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Fey Step Potion,10,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Feybread Biscuit,13,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Final Messenger,6,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Final Messenger,6,EPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Fire Beetle Potion,6,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Fire Horn,18,PHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Flagon of Ale Procurement,5,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Flame Rose,10,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Flamebane Bomb,3,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Flash Flower,11,AV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Flashbang Powder,8,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Flask of the Dragon's Breath,3,DRMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Floating Lantern,3,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Flute of the Dancing Satyr,6,PHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Flying Carpet,20,PHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Flying Hook,15,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Fochlucan Bandore,3,PHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Focused Static,2,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Foe Stone,12,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Folding Astral Skiff,16,MOTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CandW,Folding Sand Skiff,15,DSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
